IncidentID,AgencyORI,AgencyName,IncidentStatusDesc,County,RdwyNumber,Street,RoadwayName,StreetSfx,StreetDir,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,AcceptedDate,IsSecondaryCollision,OwnerBadge,IncidentStatus
30190218,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1747,,FERN VALLEY,RD,,,JEFFERSON POST,,,,,38.15653767,-85.66850727,3.502,6/15/22 0:00,742,3,3,0,1,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:11,FALSE,2017,Accepted
30190239,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031E,,BARDSTOWN,RD,,,,,EDENSIDE,US0060A,EASTERN,38.23210348,-85.70957915,14.643,6/15/22 0:00,1804,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:12,FALSE,7129,Accepted
30190254,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,5107,JOHNSONTOWN,RD,,,,,,,,38.12124113,-85.85657631,0.049,6/15/22 0:00,1746,2,2,0,0,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:13,FALSE,7205,Accepted
30194448,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0065,,I65 S,,,,,I 0065,I65 S EXIT125 ON RAMP FROM KY481,KY1851,BARRICKS,38.09604944,-85.70099112,123.85,6/15/22 0:00,940,2,2,0,1,CLEAR,DRY,TRUE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,6/17/22 7:31,FALSE,2017,Accepted
30190229,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031,,CLARK MEMORIAL,BRG,,,,,,,,38.26453663,-85.7514333,0.581,6/15/22 0:00,1328,1,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & HILLCREST,DAYLIGHT,,,6/16/22 8:12,FALSE,5187,Accepted
30190230,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,BLDG 38,PATTON,CT,,,,,,,,38.22293195,-85.77767297,0.04,6/15/22 0:00,1107,1,1,0,0,CLEAR,DRY,FALSE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:12,FALSE,5422,Accepted
30190231,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,7150,CEDAR SPRINGS,BLVD,,,,,,,,38.14450115,-85.58560401,0.041,6/15/22 0:00,1354,2,2,0,0,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:12,FALSE,2017,Accepted
30190220,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1703,22,NEWBURG,RD,,,,,,,,38.215974,-85.70524541,3.687,6/15/22 0:00,804,2,2,0,1,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:11,FALSE,5439,Accepted
30190236,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1020,,2ND,ST,S,,ST CATHERINE,,,,,38.23705703,-85.75658113,11.507,6/15/22 0:00,1330,2,2,0,1,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:12,FALSE,5267,Accepted
30190245,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0042,,BROWNSBORO,RD,,,,,,,,38.26349716,-85.67491529,3.37,6/15/22 0:00,1950,1,1,0,0,CLEAR,DRY,TRUE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:13,FALSE,7022,Accepted
30190246,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,SOUTHERN,AVE,,,RUSSELL LEE,,,,,38.23274183,-85.81598374,0.776,6/15/22 0:00,2108,2,2,0,1,CLEAR,DRY,TRUE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:13,FALSE,5402,Accepted
30190216,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0071,,I71 S,,,,,,,,,38.32580269,-85.54986652,11.015,6/15/22 0:00,710,2,2,0,0,CLEAR,DRY,TRUE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:11,FALSE,5308,Accepted
30190232,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1065,,OUTER,LOOP,,,GRADE,,,,,38.13003129,-85.73699543,3.183,6/15/22 0:00,1627,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & GRADE,DAYLIGHT,,,6/16/22 8:12,FALSE,2017,Accepted
30190240,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0907,,3RD ST,RD,,,CRISTLAND,,,,,38.14042552,-85.78175638,5.799,6/15/22 0:00,1630,2,2,0,1,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:12,FALSE,5432,Accepted
30190241,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0841,,GENE SNYDER,FWY,,,,,,,,38.33901257,-85.63886589,38.379,6/15/22 0:00,1612,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:12,FALSE,2489,Accepted
30190242,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1865,,NEW CUT,RD,,,SCOTTSDALE,,,,,38.1391921,-85.7738639,2.206,6/15/22 0:00,1810,2,2,0,1,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:12,FALSE,7234,Accepted
30190250,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0864,,POPLAR LEVEL,RD,,,BUNTON,,,,,38.1936029,-85.70672729,11.171,6/15/22 0:00,2117,2,2,0,0,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & GRADE,DUSK,,,6/16/22 8:13,FALSE,5418,Accepted
30190257,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031E,,BARDSTOWN,RD,,,GLENWORTH,,,,,38.20395804,-85.66549731,11.431,6/15/22 0:00,1933,3,3,0,0,CLEAR,DRY,TRUE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:13,FALSE,5332,Accepted
30190227,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0065,,I65 N,,,,,,,,,38.17290414,-85.72019852,129.365,6/15/22 0:00,932,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:12,FALSE,4903,Accepted
30190234,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,9TH,ST,S,,BRECKINRIDGE,,,,,38.24298255,-85.76737481,0.263,6/15/22 0:00,1723,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:12,FALSE,7252,Accepted
30190243,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1934,,GREENBELT,HWY,,,ASHBY,,,,,38.11033432,-85.89409948,1.926,6/15/22 0:00,1659,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:13,FALSE,7234,Accepted
30190244,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0864,,SHELBY,ST,S,,MASON,,,,,38.24234417,-85.73988939,15.296,6/15/22 0:00,1612,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:13,FALSE,5301,Accepted
30190251,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,34TH,ST,N,,DUNCAN,,,,,38.26484403,-85.80635301,0.533,6/15/22 0:00,1905,2,2,0,0,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:13,FALSE,5298,Accepted
30191489,561500,UNIV. OF LOUISVILLE POLICE,Accepted,JEFFERSON,,319,ABRAHAM FLEXNER,WAY,,,FLOYD,,,,,38.24902393,-85.74827312,0.097,6/15/22 0:00,1316,2,2,0,0,CLEAR,DRY,FALSE,COLLISION WITH PARKED VEHICLE,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 14:30,FALSE,5682,Accepted
30190221,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0155,5300,TAYLORSVILLE LAKE,RD,,,,,,,,38.17410749,-85.46023571,2.764,6/15/22 0:00,830,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:11,FALSE,5446,Accepted
30204188,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031E,,BARDSTOWN,RD,,,SCHLATTER,,,,,38.10601822,-85.56634589,2.296,6/15/22 0:00,1,1,1,0,0,CLEAR,DRY,TRUE,OTHER INTERSECTION COLLISIONS,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,6/20/22 10:20,FALSE,5169,Accepted
30185497,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0864,,POPLAR LEVEL,RD,,I 0264,I264 E EXIT14 OFF RAMP TO KY864 N,,,,,38.19544791,-85.70766663,11.321,6/14/22 0:00,944,2,2,0,0,CLEAR,DRY,TRUE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,CURVE & LEVEL,DAYLIGHT,,,6/15/22 8:20,FALSE,7383,Accepted
30185503,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031E,1600,BARDSTOWN,RD,,,,,,,,38.23059854,-85.70443748,14.351,6/14/22 0:00,1654,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,6/15/22 8:20,FALSE,2100,Accepted
30185504,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0264,,I264 WB,,,,,,,,,38.20235415,-85.68734228,14.6,6/14/22 0:00,1230,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/15/22 8:20,FALSE,2142,Accepted
30185523,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY2052,6214,SHEPHERDSVILLE,RD,,KY1747,FERN VALLEY,,,,,38.15805925,-85.65987539,1.344,6/14/22 0:00,1922,2,2,0,1,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/15/22 8:22,FALSE,5363,Accepted
30180854,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,LOWER HUNTERS,TRCE,,,TRIPLETT,,,,,38.16389135,-85.86311936,1.697,6/14/22 0:00,547,2,2,0,1,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,CURVE & LEVEL,DAWN,,,6/14/22 8:16,FALSE,5395,Accepted
30180852,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0864,,POPLAR LEVEL,RD,,KY1747,FERN VALLEY,,,,,38.15793705,-85.64613563,6.603,6/14/22 0:00,35,2,2,0,0,CLEAR,DRY,TRUE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,6/14/22 8:16,FALSE,7449,Accepted
30185499,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0264,,,,,,,,,,,38.24765276,-85.61927315,0.528,6/14/22 0:00,1152,2,2,0,0,CLOUDY,DRY,FALSE,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,REAR END,STRAIGHT & LEVEL,DAYLIGHT,I 0264,US0060,6/15/22 8:20,FALSE,7876,Accepted
30185500,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,VAUGHN MILL,RD,,,PEPPERMILL,,,,,38.14298009,-85.62737996,0.143,6/14/22 0:00,1004,2,2,0,0,CLOUDY,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & HILLCREST,DAYLIGHT,,,6/15/22 8:20,FALSE,2324,Accepted
30185501,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,CLAY,AVE,,,,,EARLANN,KY0061,PRESTON,38.14231812,-85.69229072,0.172,6/14/22 0:00,1228,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,6/15/22 8:20,FALSE,2324,Accepted
30185502,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1747,,FERN VALLEY,RD,,KY1747,KY1747 CROSSOVER,,,,,38.15803707,-85.69282713,2.162,6/14/22 0:00,1652,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/15/22 8:20,FALSE,2324,Accepted
30185507,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1631,2700,CRITTENDEN,DR,,,,,,,,38.20511202,-85.75078143,1.184,6/14/22 0:00,1636,2,2,0,1,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/15/22 8:21,FALSE,5230,Accepted
30204099,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1747,,HURSTBOURNE,PKWY,S,,,KY0155,TAYLORSVILLE,KY1747,KY1747 CROSSOVER,38.21677075,-85.58920718,11.157,6/14/22 0:00,1524,2,2,0,3,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,,,6/20/22 10:16,FALSE,5286,Accepted
30201744,560400,SHIVELY POLICE DEPARTMENT,Accepted,JEFFERSON,I 0264,,I264 E,,,,,I 0264,I264 E EXIT8 ON RAMP FROM US31W N,I 0264,I264 E EXIT9 OFF RAMP TO KY1865,38.18575792,-85.80489929,7.927,6/14/22 0:00,1528,2,2,0,2,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/19/22 18:39,FALSE,7088,Accepted
30204091,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0064,,I64 E,,,,,,,,,38.25220273,-85.71780357,7.076,6/14/22 0:00,909,2,2,0,0,CLOUDY,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & GRADE,DAYLIGHT,,,6/20/22 10:15,FALSE,2228,Accepted
30185520,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY2251,,BARDSTOWN,RD,,,FAIRLAND,,,,,38.19065478,-85.64421194,0.023,6/14/22 0:00,1919,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/15/22 8:22,FALSE,5222,Accepted
30185522,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,3014,4TH,ST,S,,,,,,,38.20564538,-85.76547567,3.551,6/14/22 0:00,2037,1,1,0,1,CLEAR,DRY,FALSE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,,,6/15/22 8:22,FALSE,5413,Accepted
30190237,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0061,,PRESTON,ST,S,,KENTUCKY,,,,,38.23775403,-85.74882842,12.046,6/14/22 0:00,1254,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:12,FALSE,7132,Accepted
30185526,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031W,,DIXIE,HWY,,KY1934,GREENBELT,,,,,38.09291717,-85.87556348,7.519,6/14/22 0:00,1742,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/15/22 8:22,FALSE,2098,Accepted
30185527,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0841,,GENE SNYDER,FWY,,,,,,,,38.11776606,-85.75984985,7.004,6/14/22 0:00,2130,1,1,0,1,CLEAR,DRY,FALSE,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,6/15/22 8:22,FALSE,7321,Accepted
30185505,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1020,1143,3RD,ST,S,,,,,,,38.23675813,-85.75834455,11.455,6/14/22 0:00,1630,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/15/22 8:20,FALSE,5186,Accepted
30185508,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,716,SUTCLIFFE,AVE,,,,,,,,38.24808247,-85.81179122,0.131,6/14/22 0:00,1745,2,2,0,1,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/15/22 8:21,FALSE,7329,Accepted
30185510,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,WHITNEY,AVE,W,,HENRY,,,,,38.19335699,-85.78183188,0.072,6/14/22 0:00,1016,2,2,0,1,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/15/22 8:21,FALSE,5221,Accepted
30185515,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,4221,NORTHWESTERN,PKWY,,,,,,,,38.2732756,-85.81592637,2.122,6/14/22 0:00,2123,3,3,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),ANGLE,CURVE & LEVEL,DARK-HWY LIGHTED/ON,,,6/15/22 8:21,FALSE,7343,Accepted
30185517,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031E,4700,BARDSTOWN,RD,,,,,,,,38.17982216,-85.62442913,8.536,6/14/22 0:00,1953,2,2,0,1,CLEAR,DRY,FALSE,VEHICLE BACKING NON INTERSECTION,BACKING,STRAIGHT & LEVEL,DAYLIGHT,,,6/15/22 8:21,FALSE,5338,Accepted
30185518,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,CHAMBERLAIN,LN,,,,,,,,38.2999476,-85.54202612,2.154,6/14/22 0:00,2315,2,1,0,1,CLEAR,DRY,FALSE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & HILLCREST,DARK-HWY NOT LIGHTED,,,6/15/22 8:21,FALSE,7098,Accepted
30185506,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1020,,2ND,ST,S,,BURNETT,,,,,38.22694869,-85.75836713,10.784,6/14/22 0:00,1759,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/15/22 8:20,FALSE,5186,Accepted
30185512,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,1517,LARCHMONT,AVE,,,,,,,,38.213433,-85.78297567,0.628,6/14/22 0:00,1901,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,6/15/22 8:21,FALSE,5221,Accepted
30185513,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1020,,NATIONAL,TPKE,,,,,,,,38.12793186,-85.74934816,3.731,6/14/22 0:00,1808,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/15/22 8:21,FALSE,7234,Accepted
30185514,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1747,,HURSTBOURNE,PKWY,S,,,,,,,38.17114074,-85.60433999,7.636,6/14/22 0:00,1830,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & HILLCREST,DAYLIGHT,,,6/15/22 8:21,FALSE,7376,Accepted
30185519,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0064,,I64 W,,,I 0064,I64 W EXIT5 OFF RAMP TO  N  3RD ST,,,,,38.25909237,-85.75083576,4.702,6/14/22 0:00,1935,2,2,0,1,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/15/22 8:22,FALSE,5388,Accepted
30190217,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1934,,GREENBELT,HWY,,,BETHANY,,,,,38.10422819,-85.89310877,1.454,6/14/22 0:00,1740,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:11,FALSE,7483,Accepted
30204095,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0061,,SHELBY,ST,S,US0060A,EASTERN,,,,,38.21483956,-85.74262647,10.106,6/14/22 0:00,1813,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/20/22 10:15,FALSE,5433,Accepted
30204154,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,BROOK,ST,S,,JEFFERSON,,,,,38.25311062,-85.75045427,3.302,6/14/22 0:00,930,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,6/20/22 10:18,FALSE,7904,Accepted
30204162,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY2251,,BARDSTOWN,RD,,,,,,,,38.19076782,-85.6444741,0.022,6/14/22 0:00,1717,2,2,0,1,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/20/22 10:18,FALSE,7200,Accepted
30208164,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,FEGENBUSH,LN,,,,,,,,38.18667801,-85.63808274,0.041,6/13/22 0:00,1738,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/21/22 8:57,FALSE,7200,Accepted
30190247,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031E,127,MAIN,ST,W,,,,,,,38.25630238,-85.75310006,17.875,6/13/22 0:00,0,2,2,0,0,CLEAR,DRY,TRUE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),REAR END,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,6/16/22 8:13,FALSE,5365,Accepted
30180843,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,WOODLAWN,AVE,W,,2ND,,,,,38.1814155,-85.76457639,0.867,6/13/22 0:00,1009,2,2,0,0,CLEAR,DRY,TRUE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/14/22 8:16,FALSE,5436,Accepted
30180849,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,ALYSSUM,DR,,,CONIFER,,,,,38.13954523,-85.85344502,0.326,6/13/22 0:00,1716,2,2,0,0,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,6/14/22 8:16,FALSE,7234,Accepted
30180850,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1865,,TAYLOR,BLVD,,,,,,,,38.19264722,-85.78322859,5.943,6/13/22 0:00,2244,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,6/14/22 8:16,FALSE,5401,Accepted
30185509,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,BERRY,BLVD,,US0060A,TAYLOR,,,,,38.19634033,-85.78299157,0.003,6/13/22 0:00,1021,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/15/22 8:21,FALSE,5436,Accepted
30190238,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,100,MAGNOLIA,AVE,W,,,,,,,38.22867866,-85.75722799,0.045,6/13/22 0:00,1240,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/16/22 8:12,FALSE,7132,Accepted
